,Name,URL,Description,Ingredients,Instructions,Keywords,Question
440,Talent Scout,https://www.theeducatedbarfly.com/talent-scout/,"© 2023
The Educated Barfly","- 2.25 oz Overproof Bourbon
- .5 oz Orange Curacao
- 4 Dashes Angostura Bitters
- Lemon Twist
","1. Add ingredients to glass
2. Add large rock ice and stir until chilled
3. Garnish with lemon Twist
","angostura bitters, Blue Curacao, Bourbon, lemon twist, old fasjioned, orange curacao, overproof, overproof bourbon","What cocktails do you have that feature the bold flavors of overproof bourbon and orange curacao, with a hint of bitterness from Angostura bitters, and a touch of citrus from a lemon twist garnish?"
441,Campari Shakerato,https://www.theeducatedbarfly.com/campari-shakerato/,the Campari Shakerato a drink which takes it’s inspiration from a shaken Italian coffee drink. The recipe I used here is from the NYC bar Dante and created by their beverage director Naren Young. This build retains the simplicity of the original but adds bit of depth and a little complexity.,"- 2.5 oz Campari
- 2 Drops Saline Solution
- 1 Dash Orange Flower Water
- Orange twist
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into chilled coupe
4. Garnish with Orange twist
","Campari, campari shakerato, orange flower water","Could you please recreate a cocktail that incorporates Campari and orange flower water, and is shaken with ice for 8-10 seconds before being strained into a chilled coupe and garnished with an orange twist?"
442,Blannibal Sour,https://www.theeducatedbarfly.com/blannibal-sour/,This drink was created by Miami based bartender Gabriel Urrutia author of Miami Cocktails (link below) and 2020 Spirited Award Nominee at Tales Of The Cocktail. This drink brings us deep into the mind of Eric Andre and his fantastic show.,"- 2 oz Haitian Rum
- .25 oz Absinthe
- 1 oz Pineapple Juice
- .75 oz Lime Juice
- .5 oz Blueberry Pancake Syrup
- Blueberry Jam
- Lychee or Rambutan
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into glass
4. Pack with Crushed Ice
5. Garnish with Lychee and Blueberry Jam
","aged rum, blueberry, blueberry syrup, eric andre, haitian rum, lychee, pineapple juice, sour","Could you please create a cocktail that combines the flavors of aged rum, blueberry, pineapple juice, lime juice, and a touch of absinthe, and incorporates a unique technique for a memorable experience?"
443,Corpse Reviver Number Blue,https://www.theeducatedbarfly.com/corpse-reviver-number-blue/,"This cocktail was created by Jacob Briars from New Zealand, and it’s a fun play on the classic Corpse Reviver Number 2.","- .75 oz Gin
- .75 oz Blue Curaçao
- .75 oz Lillet Blanc
- .75 oz Lemon juice
- Lemon Twist
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into chilled coupe
4. Garnish with lemon twist
","Absinthe, Absinthe Rinse, absinthe wash, Blue Curacao, corpse reviver,, curacao, Gin, lemon juice, lemon twist, lillet blanc, lillet rouge","What cocktail do you have that combines the flavors of gin, blue curaçao, lillet blanc, and lemon juice, with a garnish of lemon twist?"
444,Guardian Angel,https://www.theeducatedbarfly.com/guardian-angel/,"This cocktail from Erick Castro looks like it doesn’t work on paper and then you taste it and BLAMO! Mind Blown! And to achieve something new with ingredients we’ve seen paired over and over again in drinks is quite the achievement, it goes to show that you don’t need to reinvent the wheel to make something amazing. Attention to detail, inspired flavor pairing and a little elbow grease is all you need! ","- 1.25 oz Amaro Montenegro
- .75 oz Wray and Nephew Overproof Rum
- .75 oz Orgeat
- .75 oz Lime Juice
- 3 Drops Rosewater
- 2-3 Slices Cucumber
- Cucumber Slices
","1. Add ingredients to tin
2. Lightly muddle cucumbers
3. Add ice and shake 8-10 seconds
4. Double Strain into chilled coupe
5. Garnish with Cucumber Slice
","amaro montengro, cucumber, erick castro, orgeat, overproof rum, rosewater, rum, wray and nephew","Excuse me, bartender. I heard about a cocktail called ""Guardian Angel"". Can you tell me more about it and how it's made?"
445,Pignoli Alexander,https://www.theeducatedbarfly.com/pignoli-alexander/,"I have a very personal connection to this drink and not just because it was one of the first of my creations put on a menu, which it was. But to find out why ya gotta watch the video! I will say here though that although this drink is somewhat problematic in it’s balance it is one that I am incredibly proud of and also one that became a cult favorite at Cole’s over the years, garnering a small following of regulars who would ask for this around the holidays year after year. And now dear Barflies I lay it at your feet for your judgement and hopefully enjoyment!","- 2 oz Spiced Rum
- .5 oz Dry Curaçao
- .5 oz Crème de Cacao
- Top Heavy Cream
- Grated Chocolate
","1. Add ingredients to mixing glass
2. Add ice and stir until chilled
3. Strain into chilled chilled coupe
4. Top with whipped heavy cream (add a hawthorne strainer coil into a squeeze bottle and shake until it forms a bead in your finger)
5. Garnish with grated chocolate 
","brandy alexander, chocolate, creme de cacao, curacao, dry curacao, heavy cream, pignoli, pignoli alexander, rum, spiced rum","Excuse me, bartender. I'm interested in trying a cocktail called the Pignoli Alexander. Could you please make it for me?"
446,Spiced Apple Fix,https://www.theeducatedbarfly.com/spiced-apple-fix/,"This one is an original cocktail completely inspired by Liquid Alchemist’s Spiced Apple Syrup. I have been also inspired by the memory of Apple Picking in Western Massachusetts with my family as a kid. I have been thinking about taking my own kids apple picking this year and so, with that in mind, this fantastic cocktail would be perfect to finish out a brisk fall day.","- 2 oz Applejack Calvados or Apple Brandy can be substituted 
- 1 oz Lemon Juice
- .25 oz Cinnamon Syrup See Notes
- .5 oz Spiced Apple Syrup
- Apple Fan
","1. Add ingredients to tin
2. Add ice and shake 8-10 Sconds
3. Pour into glass
4. Add Pebble Ice
5. Garnish with Apple Fan
","apple brandy, applejack, calvados, lemon juice, spiced apple syrup","Excuse me, bartender. Can I please have a Spiced Apple Fix cocktail?"
447,Applejack Cocktail,https://www.theeducatedbarfly.com/applejack-cocktail/,This drink was created by Sasha Petraske of Milk & Honey in the early 2000’s. It was adapted from a drink from Harry Craddock’s Savoy Cocktail Book published in 1930. It’s a great example of how older recipes can be restructured into new ones and be elevated into something wholly it’s own. And this was the brilliance behind the Milk & Honey (and by extension Sasha Petraske’s) Ethos. Small tweaks make for big changes.,"- 1.5 oz Applejack Calvados or other Apple Brandy can be substituted 
- .5 oz Apple Cider aka Unfiltered Apple Juice
- .5 oz Lemon Juice
- .5 oz Simple Syrup
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into chilled coupe
",,Can you recommend a cocktail that showcases the rich history and unique flavors of Applejack or Apple Brandy?
448,Bourbon Renewal,https://www.theeducatedbarfly.com/bourbon-renewal/,The Bourbon Renewal was created by Morganthaler in Eugene Oregon around 2001 and was purportedly named after a band that his business partner was in at the time and he decided to do up a drink to commemorate the band.,"- 2 oz Bourbon
- .5 oz Crème de cassis
- 1 oz Lemon Juice
- .5 oz Simple Syrup
- Lemon Wheel
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into glass with Rock ice
4. Garnish with Lemon Wheel
","angostura bitters, Bourbon, creme de cassis, jeffrey morgenthaler,, lemon juice, simple syrup",Can you recommend a cocktail that combines the rich flavors of bourbon with the tartness of lemon and the sweet notes of crème de cassis?
449,Dodecadaiquiri,https://www.theeducatedbarfly.com/dodecadaiquiri/,The Dodecadaiquiri was created by Los Angeles bartender Sean Bray for Cole’s French Dip sometime around 2016-2017. ,"- 2 oz 12 Rum Blend Infinity Bottle See notes for the specific rums used in this bottle
- 1 oz Lime Juice
- .75 oz Simple Syrup
- Lime Wheel
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into chilled coupe
4. Garnish with lime wheel
","aged rum, daiquiri, Dark Rum, Dodecadaiquiri, infinity bottle, jamaica rum, Light Rum, rum","What kind of aged rum and specific rums would you recommend using in a cocktail to recreate the Dodecadaiquiri, and do you have any other daiquiri variations on the menu?"
450,Yuzu Gimlet,https://www.theeducatedbarfly.com/yuzu-gimlet/,The Yuzu Gimlet was created by Dale DeGroff in the 1990’s and feature Triple Syrup. What makes me so excited about this syrup is that it has so many practical applications that cab be added to your home bar or actual bar repertoire! This isn’t one of those syrups that you make then struggle to find a bunch more drinks to make with it because you made 750ml and you want to use it up to justify the investment.,"- 1.5 oz Gin
- 1 oz Triple Syrup See Notes
- .5 oz Lime Juice
- .25 oz Yuzu Juice
- Shiso Leaf
- Lime Wheel
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into chilled coupe
4. Garnish with Shiso Leaf and Lime wheel.
","dale degroff, gimlet, Gin, lime juice, shiso, triple syrup, yuzu, yuzu juice","What techniques do you use to incorporate multiple flavors, such as lime, yuzu, and shiso, into a cocktail like the Yuzu Gimlet?"
451,White Negroni Piña Colada,https://www.theeducatedbarfly.com/white-negroni-pina-colada/,The White Negroni Piña Colada was created by Los Angeles Barman Chris Amirault and was most recently Beverage Director at Odium at the Broad museum here in LA. This cocktail was made for his Parm Boyz Pop Up bringing Italian Food and paired with great drinks to you so if you’re in LA and you want to experience the Italian Food Goodness.,"- 1 oz Mezcal
- .5 oz Gentian Liqueur
- .5 oz Coconut Liqueur
- .75 oz Pinapple Juice
- .5 oz Lemon Juice
- .25 oz Simple Syrup
- Top Angostura Bitters
- Pineapple Frond
","1. Add ingredients to tin
2. Add ice and shake 8-10 seconds
3. Double strain into glass with large rock ice
4. Garnish with Pineapple frond and top with Angostura Bitters
","aperol, gentian liqueur, halloween, Mezcal, negroni, pina colada, tiki","Excuse me, bartender. Could I please have a White Negroni Piña Colada?"
452,Windsor Terrace,https://www.theeducatedbarfly.com/windsor-terrace/,"The Inspiration for this drink was the neighborhood in Brooklyn, New York that Marerro grew up in. Lynette Marerro is New York City bartender who came up under Julie Reiner at Flatiron Lounge. She also co-created the Speed Rack bartending competition to raise money for Breast Cancer research.","- .75 oz Rye Whiskey
- .75 oz Jamaica Rum Smith & Cross
- .75 oz Cherry Heering
- 2 Dashes Chicory Bitters
- Orange Twist
",,"chicory bitters, jamaica rum, lynette marerro, orange twist, rum, rye, rye whiskey, smith & Cross, Whiskey","Could you recommend a cocktail that combines the flavors of rye whiskey, Jamaica rum, cherry Heering, chicory bitters, and an orange twist?"
453,Kombucha Sangria,https://www.theeducatedbarfly.com/kombucha-sangria/,A seasonally appropriate low ABV cocktail from Bartender Kevin Murphy at Daisy’s in Chicago. ,"- 1.5 oz Red Wine
- .75 oz Aperol
- .5 oz Lemon Juice
- .5 oz Simple Syrup
- 2 oz Kombucha
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into Glass with ice
4. Garnish with Lemon Wedge
","aperol, kombucha, lemon juice, red wine, sangria, simple syrup, wine","Excuse me, bartender. Could I please have a Kombucha Sangria?"
454,Sugar Plum,https://www.theeducatedbarfly.com/sugar-plum/,The Sugar Plum is a fantastic play on the Blinker cocktail subbing Gin for Rye. It’s very easy and super refreshing yet still boasts the flavors of fall. It was created by Milk & Honey Alum Joseph Schwartz.,"- 2 oz Gin
- 1 oz Grapefruit Juice
- .5 oz Grenadine
","1. Add ingredients to tin
2. Add ice and shake 8-10 seconds
3. Strain into chilled coupe
","blinker, Gin, grapefruit, grenadine, milk & honey","What cocktail do you have that combines the refreshing flavors of grapefruit and gin with a hint of fall, similar to the Sugar Plum?"
455,Bowery Fix,https://www.theeducatedbarfly.com/bowery-fix/,"This cocktail is from NYC bar Saxon + Parole, I don’t have the info on which bartender created it, it has been on their menu since 2012 I believe. The name of the bar is a reference to two champion racehorses, the first “Saxon” won the Belmont Stakes in 1874 and “Parole” was another Champion horse which was a field horse that went on to win races all around the country and in The UK as well and was lovingly referred to as the “Yankee Mule.”","- 1.5 oz Blanco Tequila
- .5 oz Mezcal
- .25 oz Yellow Chartreuse
- 1 oz Yellow Pepper Juice
- .5 oz Lemon Juice
- .5 oz Simple Syrup
- 2 Dashes Habanero Bitters
",,"aperol, bell pepper, blanco tequila, chartreuse, habanero bitters, halloween, lemon juice, Mezcal, yellow chartreuse, yellow pepper","Excuse me, bartender. I'm looking to try a cocktail called the Bowery Fix. Could you please help me recreate it?"
456,Bar Fly,https://www.theeducatedbarfly.com/bar-fly/,"A Gin cocktail featuring Parfait Amor, from Tony Abou-Ganim, inspired by the secret cocktail society called the “international Bar Flies” or I.B.F., created by Harry McElhone at his bar Harry’s New York Bar in Paris. ","- 1.5 oz Gin
- .75 oz Parfait Amour
- 1.5 oz Pineapple Juice
- .75 oz Lemon Juice
- .375 oz Simple Syrup
- Lemon Peel
","1. Add ingredients to tin
2. Add ice and shake 8-10 SecondsStrain into glass with ice
3. Garnish with Lemon peel
","bar flies, bar fly, Gin, harry mcelhone, ibf, lemon juice, parfait amour, pineapple","Excuse me, bartender. I'm interested in trying a cocktail called ""Bar Fly"". Could you please tell me more about it and what flavors I can expect from it?"
457,Smoke and Mirrors,https://www.theeducatedbarfly.com/smoke-and-mirrors/,The Smoke and Mirrors is a wonderful play on a Daiquiri and it was created by Alex Day who was an early bartender at Death & Co. in New York. Day later went on to partner with David Kaplan (Death & Co.’s Founder) to create Proprietors LLC which is their Consulting arm. ,"- 1 oz Islay Scotch
- 1 oz Scotch Whiskey Blended Scotch
- .75 oz Lime Juice
- .75 oz Simple Syrup
- 4-5 Mint Leaves
- Top Absinthe Spray
- Mint Leaf
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Double Strain into chilled coupe
4. Top with Absinthe Spray
5. Garnish with Mint Leaf
","Absinthe, alex day, death and company, irish whiskey, islay, islay scotch, lime juice, mint, scotch, scotch whiskey, simple syrup","Excuse me, bartender. Could I please have a Smoke and Mirrors cocktail?"
458,A Red Car Named Desire,https://www.theeducatedbarfly.com/a-red-car-named-desire/,"This drink was created by Brent Falco for Cole’s French Dip and was on the menu when I started there. It is a fantastic drink, one of the first that I learned to make, in fact I weirdly just happened upon a Youtube video of myself from eight years ago, one of the very first YouTube videos I appeared on showing people how to make this very drink. ","- 1.5 oz Rye Whiskey
- .5 oz Cynar
- .5 oz Maurin Quina
- .5 oz Maraschino Liqueur
- Lemon Twist
","1. Add ingredients to mixing glass
2. Add ice and stir until chilled 
3. Double strain into chilled coupe
4. Garnish with Lemon Twist
","coles, cynar, manhattan, maraschino liqueur, maurin quina, quina, rye, rye whiskey, Whiskey","What cocktail do you recommend that incorporates the flavors of rye whiskey, Cynar, Maurin Quina, and Maraschino liqueur?"
459,Daiquiri Frappé,https://www.theeducatedbarfly.com/daiquiri-frappe/,"The Frappe is a style of drink that has been around since the mid nineteenth century and is a bit of a conundrum. Really the definition for the drink which is literally just: “A beverage, usually a liqueur, poured over shaved ice.” This definition is so vague that they could literally mean just about anything. So it’s no surprise that if you order a Frappe it will change bar to bar. The most popular in the Frappe Cannon the Absinthe Frappe is chilled and poured over crushed or pebble ice as were Trader Vic’s many Frappes, in Cuba it’s a drink blended with ice into a slushy. For my money I like both expressions of the drink, but there is something so satisfying about the latter. Call me low brow but I love a slushy drink! So today we brought you probably the best Frappe I have ever had, and it comes from Bartender (and Owner) Paul McGee of Lost Lake (Tiki) In Chicago. Buckle Up Buttercup, you’re gonna want to make this one!","- 2 oz White Rum
- .75 oz Lime Juice
- 2.5 tbsp Cane Sugar
- 1.5 Cup Pebble Ice
- 1 tsp Lime Zest
- Lime Zest
",,"aged rum, cane sugar, lime cordial, tiki, tiki cocktail, white rum","Excuse me, bartender. Could I please have a Daiquiri Frappé?"
460,Donny’s Element,https://www.theeducatedbarfly.com/donnys-element/,"Today we have another fantastic one from Bartender Chris Day, the General Manager of The Kon-Tiki in Oakland, California! It’s inspired by Steve Buscemi’s charater from The Big Lebowski, and it is, of course, a play on the White Russian. We know you guys love his drinks and so do we, so, we’re bringing you some more. This one is pretty simple on it’s face but goddamned if it isn’t a great drink. ","- 1.5 oz Spiced Rum St. Lucia
- .5 oz Coffee Liqueur
- .5 oz Banana Liqueur
- 1.5 oz Coconut Cream
- 2 Dashes Angostura Bitters
- Grated Cinnamon
","1. Add ingredients to tin
2. Add a little Pebble Ice and Whip Shake
3. Pour glass with pebble ice
4. Garnish with Fresh Grated Cinnamon
","banana liqueur, coconut cream, coffee liqueur, spiced rum, tiki, tiki cocktail","Could you please create a cocktail that incorporates spiced rum, coffee liqueur, banana liqueur, coconut cream, and is garnished with grated cinnamon, using a whip shake technique?"
461,Breakfast Martini,https://www.theeducatedbarfly.com/breakfast-martini/,"The Breakfast Martini was created by London Barman (and longtime UK Bartender’s Guild President) Salvatore Calabrese in 1996. This cocktail is not strictly a “Martini” I place it squarely in the same category of the other ‘tini cocktails that emerged in the 1990‘s (ie: lychee Martini, Appletini etc) ","- 1.75 oz Gin
- .5 oz Dry Curaçao
- .5 oz Lemon Juice
- 1 Bar Spoon Orange Marmalade Heaping Bar Spooon
- Orange Twist
","1. Add ingredients to Tin
2. Add ice and shake 8-10 Seconds
3. Strain into chilled glass
4. Garnish with Orange Twist
",,"What cocktail do you have that combines the flavors of gin, dry curaçao, lemon juice, and orange marmalade, with an orange twist garnish?"
462,Breakfast Bell,https://www.theeducatedbarfly.com/breakfast-bell/,"Sother Teague is the genius behind the fantastic bar Amor y Amargo and this wonderful cocktail. But it bears mentioning that the term “Hair Of The Dog” to describe a hangover cure, or curing oneself of a hangover has an interesting history. ","- 2 oz Bourbon
- 1 oz Heavy Cream
- 1 oz Cold Brew Coffee
- 1.5 Tsp Maple Syrup
- 1 Egg White
- 3 oz Soda Water Top
- 1 Egg Yolk
- 1 Dash Sriracha Sauce To taste
- Fresh Black Pepper
","1. Add main ingredients to tin
2. Dry Shake
3. Add large rock ice and shake
4. Double Strain into Glass
",,"Excuse me, bartender. I would like to try a cocktail called ""Breakfast Bell"". Could you please make that for me?"
463,Black Martini,https://www.theeducatedbarfly.com/black-martini/,"The drink creator suggests an Orange twist and grated cinnamon for the Garnish which I opted to leave out. For me it didn’t really NEED NEED the twist, I liked it as is but it does add a little fresh zest and Orange works well (obvs.) So put it on if desired.","- 1 1/2 oz Rye Whiskey Rittenhouse
- 3/4 oz Averna
- 3/4 oz Old Tom Gin
- 1/4 oz Maraschino Liqueur
- Orange Twist (Optional)
","1. Add ingredients to mixing glass
2. Add ice and stir until chilled
3. Strain into chilled coupe
4. Garnish with Orange Twist if you like
","Averna, maraschino liqueur, old tom gin, orange twist, Rittenhouse, rye, rye whiskey, Whiskey","Excuse me, bartender. Can I please have a Black Martini?"
464,Rangoon,https://www.theeducatedbarfly.com/rangoon/,"This great Pimm’s Cup variation come from The Varnish in Downtown Los Angeles, the back bar to Cole’s French Dip.We’re not sure who created but it comes from the Milk & Honey program.","- 2 oz Pimm's No 1
- .75 oz Ginger Syrup
- 2 Slices Cucumber
- 1 Blackberry
- Top Sprite
- Lime Wedge
- Lemon Wedge
- Cucumber Slice
","1. Add fruit and cucumber to glass
2. Lightly Muddle
3. Add Liqour and Ginger Syrup
4. Top with Sprite
5. Garnish with Lemon & Lime Wedges and Cucumber Slices
","blackberry, ginger syrup, pimms, soda, sprite","Excuse me, bartender. Can you please make me a cocktail called ""Rangoon""?"
465,Flamingo,https://www.theeducatedbarfly.com/flamingo/,This drink is an original developed by myself and Brian Tetorakis for the menu at Cole’s French Dip in 2019. The Idea here was to have something light and refreshing for brunch but also full strength. ,"- 1oz (30ml) White Rum
- 1oz (30ml) Rhum Agricole
- .75oz (22.5ml) Raspberry Syrup
- .75oz (22.5ml) Lemon Juice
- 1 Dash Cucumber Bitters
- 1.5oz (45ml) Tonic Water
- Raspberry Garnish
","1. Add Ice Cubes and 1.5oz (45ml) Tonic Water to Glass
2. Add rest of ingredients to tin
3. Add ice shake 8-10 Seconds
4. Strain into Glass
5. Garnish with Raspberries
",,"Bartender, can I please have a Flamingo cocktail?"
466,Trader Vic’s Grog,https://www.theeducatedbarfly.com/trader-vics-grog/,Today we tackle Trader Vic’s Grog from the 1960’s and try and answer the question: What The Hell IS Grog?? ,"- 2oz (60ml) Dark Jamaica Rum
- 1oz (30ml) Lemon Juice
- 1oz (30ml) Pineapple Juice
- 1oz (30ml) Passionfruit Syrup
- 2 Dashes Angostura Bitters
- Mint Sprig
- Maraschino Cherries
- Dehydrated Lime Wheel
",,,"Can you make a cocktail that combines the rich and bold flavors of dark Jamaica rum, tangy lemon juice, tropical pineapple juice, and sweet passionfruit syrup, with a hint of aromatic bitters and garnished with refreshing mint, maraschino cherries, and a dehydrated lime wheel?"
467,Rabo de Galo,https://www.theeducatedbarfly.com/rabo-de-galo/,"This one was a viewer request and I’m glad it was brought to my attention because it is one banger of a cocktail! It also habs some pretty interesting drink history attached, but for that you’re gonna have to watch the video!","- 2oz (60ml) Cachaça
- .75oz (22.5ml) Cynar
- .75oz (22.5ml) Sweet Vermouth
- Lime Twist
","1. Add ingredients to glass
2. Add rock ice and stir until chilled
3. Garnish with Lime Twist
",,"Could you recommend a cocktail that combines the unique flavors of Cachaça, Cynar, and Sweet Vermouth, with a hint of lime twist?"
468,Tia Mia by Ivy Mix,https://www.theeducatedbarfly.com/tia-mia-by-ivy-mix/,I guess it’s Tiki month over here at The Educated Barfly (I mean every month should be Tiki Month really…) and today we’re not only giving you an amazing Tiki-style Mezcal cocktail but also doing a giveaway!,"- 1oz (30ml) Mezcal
- 1oz (30ml) Jamaica Rum
- .5oz (15ml) Dry Curaçao
- .75oz (22.5ml) Lime Juice
- .5oz (15ml) Orgeat
- Orchid Flower
- Mint Sprig
","1. Add ingredients to tin
2. Add crushed ice and whip shake
3. Strain into glass and pack with pebble ice
4. Garnish with mint sprig and orchid
",,"What cocktail do you have that combines the smoky flavor of Mezcal, the tropical notes of Jamaica Rum, the citrusy kick of lime juice, and the subtle sweetness of Orgeat?"
469,Banana Daiquiri by Julie Reiner,https://www.theeducatedbarfly.com/banana-daiquiri-by-julie-reiner/,Today we’re doing a banana daiquiri Julie Reiner style! ,"- 1oz (30ml) Jamaica Rum
- 1oz (30ml) White Rum
- 1oz (30ml) Banana liqueur Banane du Bresil
- .5oz (15ml) Lime Juice
- .5oz (15ml) Demerara Simple Syrup (1:1)
- 1 Banana Peeled
- 1.5 Cups Pebble Ice or Crushed Ice
- Caramelized Banana Slice
","1. Add everything to a blender
2. Blend for 20-30 Seconds until smooth
3. Strain into chilled glass
4. Garnish with Caramelized Banana Slice
",,"Can you create a cocktail that highlights the flavors of banana and rum, similar to Julie Reiner's Banana Daiquiri?"
470,One Love,https://www.theeducatedbarfly.com/one-love/,"It’s Tiki season people! Not that there is a “season” for Tiki, I’m always in a Tiki mood if Imma be honest. But there is nothing like a tropical drink on a hot day with all sorts of playful, well placed and beautiful exotic garnishes amiright? Today’s cocktail comes from the wonderfully talented Shanon Mustipher and it is a banger leemme tell ya! So strap in you guys, crank up the Bob Marley and let’s get mixing!","- 2oz (60ml) Coconut Fat Washed Vodka
- .5oz (15ml) Creme de Cacao
- .75oz (22.5ml) Lime Juice
- .7oz (22ml) Honey Syrup (We use 3:1, Shannon used 1:1)
- .5oz (15ml) Pineapple Juice
- Pineapple Slice
- Pinapple Frond
","1. Add ingredients to tin
2. Add Pebble Ice and Whip Shake
3. Strain into glass and pack with Pebble Ice
4. Garnish with Pineapple slice and Frond
",,"Could you please recreate a tropical Tiki cocktail with a coconut fat-washed vodka base, creme de cacao, lime juice, honey syrup, and pineapple juice, garnished with a pineapple slice and frond, reminiscent of the One Love cocktail by Shanon Mustipher?"
471,Just for Mary,https://www.theeducatedbarfly.com/just-for-mary/,"There’s not much that needs to be said about this fantastic Manhattan Variation, it’s simple, it’s delicious and it was one of the drinks I really obsessed over in my early bartending days. It’s one of those drinks which is simple AND complex. Layers of flavor but tiny tweaks from the original. For me this is masterful drink making. Taking something and tweaking it slightly but changing it enough that it changes the conversation (so to speak). It’s summertime and because of that the focus is going to be on crushable citrusy cocktails and tiki, which is great but I always strive to add in some stirred drinks (We need variety!) Thing is the perception is that stirred drinks are strong and bold and cold weather staples. I’m happy to present to you something which defies those tropes and gives you a light, summer-ish stirred drink. Enjoy!","- 2oz (60ml) Rye Whiskey
- .5oz (15ml) Lillet Blanc
- .5oz (15ml) Cherry Liqueur
- 2 Dashes Orange Bitters
","1. Add ingredients to mixing glass
2. Add ice and stir until chilled
3. Strain into chilled coupe
",,"What stirred cocktail do you have that incorporates rye whiskey, Lillet Blanc, cherry liqueur, and orange bitters, with a focus on light and summery flavors?"
472,Blackberry Press,https://www.theeducatedbarfly.com/blackberry-press/,"Summertime And The Weather’s Easy….and that’s about all that’s easy at the moment, but I thought I’d make it easier for you guys with this beautiful, easy summer drink created by San Francisco Barman Tony Abu-Ganim","- 1oz (30ml) Limoncello
- 1oz (30ml) Crème de Mûre
- 1oz (30ml) Lemon Juice
- .5oz (15ml) Simple Syrup
- 10 Mint Leaves
- 2 Blackberries
- Blackberries
","1. Add ingredients to tin and gently muddle
2. Add ice and shake for 8-10 seconds
3. Double strain into glass
4. Pack with Pebble ice and Garnish with fresh Blackberries
",,"What cocktail would you recommend that incorporates the refreshing flavors of limoncello, crème de mûre, lemon juice, mint, and blackberries?"
473,Best Fronds,https://www.theeducatedbarfly.com/best-fronds/,"This drink is nothing short of Awesome. Created by my good friend Chris Day who you can find running the bar at The Kon-Tiki in Oakland, CA. Chris knew something none of the rest of us knew….Pineapples make great Negronis. I think this is going to be your new favorite guys! A simple cocktail boasting complex flavors. What more could we ask for?","- 1.5oz oz Pineapple Rum
- .75oz oz Camapri
- .75oz oz Sweet Vermouth
- 2 Dashes Chocolate Bitters
- Lime Peel
- Rocks Glass
","1. Add ingredients to glass
2. Add large rock ice and stir until chilled
3. Garnish with Lime Peel (or ironic pineapple fronds?)
","cocktail, negroni, pineapple, pineapple rum, rum","Could you recommend a cocktail that incorporates pineapple rum and Campari, with a hint of chocolate bitters, to create a complex flavor profile similar to the Best Fronds cocktail?"
474,Bellini,https://www.theeducatedbarfly.com/bellini/,"Although there were some reports that said Harry’s Bar in Venice Italy closed down it now seems that the closure of Harry’s was not permanent. An article printed in Venezia Today which quoted Arrigio Cipriani (patron of Harry’s Bar) as saying: …. “it will not reopen on Monday or ever again.“ But in reality he was referring to not opening back up with the current conditions on bars in place. So Harry’s isn’t permanently closed! Yay! That fills my heart with joy!Harry’s Bar was opened in 1931 by Guiseppi Cipriani who in turn created the Bellini in the 1940’s. According to local legend an American by the name of Harry Pickering became a bar at the Europa Hotel where Cipriani was the bartender. Then all of a sudden just stopped coming. Some time later, Cipriani ran into Pickering and asked him why he stopped coming to the bar and Pickering replied that he was broke because upon finding out his drinking habits, his family had cut him off. Cipriani then lent Pickering 500 lire (about 8,000 dollars in today’s money) to help get him back on his feet. Two years later Pickering returned to Venice, found Cipriani and gave him 50,000 lire to repay him for his generosity. According to Harry’s website Pickering said “Mr. Cipriani thank you. Here’s The money, and to show you my appreciation for your generosity here’s 40,000 more enough to open a bar. We will call it Harry’s Bar.” Now that is a story almost as touching as the end of Ratatouille.","- 3 oz Prosecco
- 2 oz Peach Puree Harry’s used White Peach Puree
","1. Add cold Puree to champagne flute
2. Top with cold Prosecco
","bellini, Champagne, prosecco",Can you make a Bellini or a similar champagne-based cocktail that incorporates peach puree and Prosecco?
475,Water on the Vine,https://www.theeducatedbarfly.com/water-on-the-vine/,Water On The Vine was created by Bartender/Consultant Michael Bergstrom and comes from a cocktail book he put out for Åhus Akavit that isn’t available for Purchase (sorry guys).,"- 2 oz Aquavit
- 1.35 oz Cucumber Juice
- .75 oz Lime Juice
- .75 oz Simple Syrup
- Cucumber Peel
- Highball Glass
","1. Add ingredients to Tin
2. Add pebble ice and shake
3. pour into highball garnished with cucumber slice and pebble ice
","Aquavit, cucumber",What cocktail do you recommend that highlights the refreshing flavors of aquavit and cucumber?
